D:\BE Project\IMG\center_2022_11_21_15_37_41_610.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_41_610.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_41_610.jpg, -0.002436936, 1, 0, 28.32076
D:\BE Project\IMG\center_2022_11_21_15_37_41_726.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_41_726.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_41_726.jpg, 0, 1, 0, 29.42195
D:\BE Project\IMG\center_2022_11_21_15_37_41_843.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_41_843.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_41_843.jpg, 0, 1, 0, 30.19053
D:\BE Project\IMG\center_2022_11_21_15_37_41_944.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_41_944.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_41_944.jpg, -0.159126, 1, 0, 30.18331
D:\BE Project\IMG\center_2022_11_21_15_37_42_045.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_42_045.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_42_045.jpg, -0.2343744, 1, 0, 30.18439
D:\BE Project\IMG\center_2022_11_21_15_37_42_162.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_42_162.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_42_162.jpg, 0, 1, 0, 30.18946
D:\BE Project\IMG\center_2022_11_21_15_37_42_277.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_42_277.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_42_277.jpg, 0, 1, 0, 30.1902
D:\BE Project\IMG\center_2022_11_21_15_37_42_392.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_42_392.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_42_392.jpg, -0.3456658, 1, 0, 30.16517
D:\BE Project\IMG\center_2022_11_21_15_37_42_509.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_42_509.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_42_509.jpg, 0, 1, 0, 30.1888
D:\BE Project\IMG\center_2022_11_21_15_37_42_610.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_42_610.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_42_610.jpg, 0, 1, 0, 30.18999
D:\BE Project\IMG\center_2022_11_21_15_37_42_727.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_42_727.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_42_727.jpg, 0, 1, 0, 30.19041
D:\BE Project\IMG\center_2022_11_21_15_37_42_844.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_42_844.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_42_844.jpg, -0.353844, 1, 0, 30.16293
D:\BE Project\IMG\center_2022_11_21_15_37_42_968.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_42_968.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_42_968.jpg, 0, 1, 0, 30.18909
D:\BE Project\IMG\center_2022_11_21_15_37_43_075.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_43_075.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_43_075.jpg, 0, 1, 0, 30.19012
D:\BE Project\IMG\center_2022_11_21_15_37_43_199.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_43_199.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_43_199.jpg, -0.1430481, 1, 0, 30.18642
D:\BE Project\IMG\center_2022_11_21_15_37_43_320.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_43_320.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_43_320.jpg, 0, 1, 0, 30.19024
D:\BE Project\IMG\center_2022_11_21_15_37_43_440.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_43_440.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_43_440.jpg, 0, 1, 0, 30.19048
D:\BE Project\IMG\center_2022_11_21_15_37_43_541.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_43_541.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_43_541.jpg, 0, 1, 0, 30.19032
D:\BE Project\IMG\center_2022_11_21_15_37_43_663.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_43_663.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_43_663.jpg, -0.3647019, 1, 0, 30.1603
D:\BE Project\IMG\center_2022_11_21_15_37_43_784.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_43_784.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_43_784.jpg, -0.3776379, 1, 0, 30.18197
D:\BE Project\IMG\center_2022_11_21_15_37_43_905.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_43_905.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_43_905.jpg, -0.01245599, 1, 0, 30.18718
D:\BE Project\IMG\center_2022_11_21_15_37_44_017.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_44_017.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_44_017.jpg, 0, 1, 0, 30.18974
D:\BE Project\IMG\center_2022_11_21_15_37_44_124.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_44_124.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_44_124.jpg, 0, 1, 0, 30.19034
D:\BE Project\IMG\center_2022_11_21_15_37_44_224.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_44_224.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_44_224.jpg, 0, 1, 0, 30.19032
D:\BE Project\IMG\center_2022_11_21_15_37_44_329.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_44_329.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_44_329.jpg, -0.1607037, 1, 0, 30.1839
D:\BE Project\IMG\center_2022_11_21_15_37_44_433.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_44_433.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_44_433.jpg, 0, 1, 0, 30.19015
D:\BE Project\IMG\center_2022_11_21_15_37_44_557.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_44_557.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_44_557.jpg, 0, 1, 0, 30.19031
D:\BE Project\IMG\center_2022_11_21_15_37_44_680.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_44_680.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_44_680.jpg, 0, 1, 0, 30.1903
D:\BE Project\IMG\center_2022_11_21_15_37_44_780.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_44_780.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_44_780.jpg, -0.0655965, 1, 0, 30.18933
D:\BE Project\IMG\center_2022_11_21_15_37_44_882.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_44_882.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_44_882.jpg, -0.231354, 1, 0, 30.17904
D:\BE Project\IMG\center_2022_11_21_15_37_44_988.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_44_988.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_44_988.jpg, 0, 1, 0, 30.18879
D:\BE Project\IMG\center_2022_11_21_15_37_45_098.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_45_098.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_45_098.jpg, 0, 1, 0, 30.19017
D:\BE Project\IMG\center_2022_11_21_15_37_45_203.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_45_203.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_45_203.jpg, 0, 1, 0, 30.19034
D:\BE Project\IMG\center_2022_11_21_15_37_45_308.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_45_308.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_45_308.jpg, -0.1094667, 1, 0, 30.18755
D:\BE Project\IMG\center_2022_11_21_15_37_45_409.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_45_409.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_45_409.jpg, -0.4151157, 1, 0, 30.15568
D:\BE Project\IMG\center_2022_11_21_15_37_45_516.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_45_516.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_45_516.jpg, -0.09710638, 1, 0, 30.1918
D:\BE Project\IMG\center_2022_11_21_15_37_45_618.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_45_618.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_45_618.jpg, 0, 1, 0, 30.18962
D:\BE Project\IMG\center_2022_11_21_15_37_45_720.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_45_720.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_45_720.jpg, 0, 1, 0, 30.1902
D:\BE Project\IMG\center_2022_11_21_15_37_45_823.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_45_823.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_45_823.jpg, 0, 1, 0, 30.18962
D:\BE Project\IMG\center_2022_11_21_15_37_45_926.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_45_926.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_45_926.jpg, -0.3089934, 1, 0, 30.16935
D:\BE Project\IMG\center_2022_11_21_15_37_46_038.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_46_038.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_46_038.jpg, 0, 1, 0, 30.18858
D:\BE Project\IMG\center_2022_11_21_15_37_46_143.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_46_143.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_46_143.jpg, 0, 1, 0, 30.19027
D:\BE Project\IMG\center_2022_11_21_15_37_46_254.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_46_254.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_46_254.jpg, 0, 1, 0, 30.19013
D:\BE Project\IMG\center_2022_11_21_15_37_46_356.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_46_356.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_46_356.jpg, 0, 1, 0, 30.19013
D:\BE Project\IMG\center_2022_11_21_15_37_46_456.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_46_456.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_46_456.jpg, 0, 1, 0, 30.19013
D:\BE Project\IMG\center_2022_11_21_15_37_46_560.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_46_560.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_46_560.jpg, 0, 1, 0, 30.1901
D:\BE Project\IMG\center_2022_11_21_15_37_46_664.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_46_664.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_46_664.jpg, 0, 1, 0, 30.19007
D:\BE Project\IMG\center_2022_11_21_15_37_46_766.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_46_766.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_46_766.jpg, -0.1975869, 1, 0, 30.18098
D:\BE Project\IMG\center_2022_11_21_15_37_46_866.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_46_866.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_46_866.jpg, 0, 1, 0, 30.19016
D:\BE Project\IMG\center_2022_11_21_15_37_46_968.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_46_968.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_46_968.jpg, 0, 1, 0, 30.19022
D:\BE Project\IMG\center_2022_11_21_15_37_47_079.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_47_079.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_47_079.jpg, 0, 1, 0, 30.19081
D:\BE Project\IMG\center_2022_11_21_15_37_47_181.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_47_181.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_47_181.jpg, 0, 1, 0, 30.19046
D:\BE Project\IMG\center_2022_11_21_15_37_47_285.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_47_285.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_47_285.jpg, -0.3112338, 1, 0, 30.16671
D:\BE Project\IMG\center_2022_11_21_15_37_47_387.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_47_387.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_47_387.jpg, -0.005160589, 1, 0, 30.18994
D:\BE Project\IMG\center_2022_11_21_15_37_47_490.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_47_490.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_47_490.jpg, 0, 1, 0, 30.18999
D:\BE Project\IMG\center_2022_11_21_15_37_47_595.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_47_595.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_47_595.jpg, 0, 1, 0, 30.19014
D:\BE Project\IMG\center_2022_11_21_15_37_47_697.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_47_697.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_47_697.jpg, 0, 1, 0, 30.19017
D:\BE Project\IMG\center_2022_11_21_15_37_47_798.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_47_798.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_47_798.jpg, 0, 1, 0, 30.19157
D:\BE Project\IMG\center_2022_11_21_15_37_47_900.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_47_900.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_47_900.jpg, -0.3072354, 1, 0, 30.16866
D:\BE Project\IMG\center_2022_11_21_15_37_48_004.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_48_004.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_48_004.jpg, 0, 1, 0, 30.18943
D:\BE Project\IMG\center_2022_11_21_15_37_48_112.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_48_112.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_48_112.jpg, 0, 1, 0, 30.19043
D:\BE Project\IMG\center_2022_11_21_15_37_48_216.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_48_216.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_48_216.jpg, 0, 1, 0, 30.19042
D:\BE Project\IMG\center_2022_11_21_15_37_48_321.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_48_321.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_48_321.jpg, -0.156627, 1, 0, 30.18446
D:\BE Project\IMG\center_2022_11_21_15_37_48_422.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_48_422.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_48_422.jpg, -0.1544469, 1, 0, 30.18908
D:\BE Project\IMG\center_2022_11_21_15_37_48_527.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_48_527.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_48_527.jpg, 0, 1, 0, 30.18977
D:\BE Project\IMG\center_2022_11_21_15_37_48_629.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_48_629.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_48_629.jpg, 0, 1, 0, 30.19016
D:\BE Project\IMG\center_2022_11_21_15_37_48_731.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_48_731.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_48_731.jpg, 0, 1, 0, 30.19019
D:\BE Project\IMG\center_2022_11_21_15_37_48_833.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_48_833.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_48_833.jpg, 0, 1, 0, 30.19081
D:\BE Project\IMG\center_2022_11_21_15_37_48_935.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_48_935.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_48_935.jpg, -0.3074208, 1, 0, 30.16859
D:\BE Project\IMG\center_2022_11_21_15_37_49_043.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_49_043.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_49_043.jpg, 0, 1, 0, 30.1899
D:\BE Project\IMG\center_2022_11_21_15_37_49_146.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_49_146.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_49_146.jpg, 0, 1, 0, 30.19063
D:\BE Project\IMG\center_2022_11_21_15_37_49_252.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_49_252.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_49_252.jpg, 0, 1, 0, 30.19004
D:\BE Project\IMG\center_2022_11_21_15_37_49_355.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_49_355.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_49_355.jpg, -0.3088644, 1, 0, 30.16927
D:\BE Project\IMG\center_2022_11_21_15_37_49_458.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_49_458.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_49_458.jpg, -0.3095229, 1, 0, 30.18366
D:\BE Project\IMG\center_2022_11_21_15_37_49_558.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_49_558.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_49_558.jpg, -0.008672424, 1, 0, 30.18791
D:\BE Project\IMG\center_2022_11_21_15_37_49_660.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_49_660.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_49_660.jpg, 0, 1, 0, 30.18914
D:\BE Project\IMG\center_2022_11_21_15_37_49_764.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_49_764.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_49_764.jpg, 0, 1, 0, 30.18966
D:\BE Project\IMG\center_2022_11_21_15_37_49_866.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_49_866.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_49_866.jpg, 0, 1, 0, 30.18971
D:\BE Project\IMG\center_2022_11_21_15_37_49_970.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_49_970.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_49_970.jpg, 0, 1, 0, 30.19011
D:\BE Project\IMG\center_2022_11_21_15_37_50_080.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_50_080.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_50_080.jpg, 0, 1, 0, 30.19048
D:\BE Project\IMG\center_2022_11_21_15_37_50_185.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_50_185.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_50_185.jpg, 0, 1, 0, 30.19024
D:\BE Project\IMG\center_2022_11_21_15_37_50_289.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_50_289.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_50_289.jpg, 0, 1, 0, 30.19016
D:\BE Project\IMG\center_2022_11_21_15_37_50_392.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_50_392.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_50_392.jpg, 0, 1, 0, 30.19016
D:\BE Project\IMG\center_2022_11_21_15_37_50_494.jpg, D:\BE Project\IMG\left_2022_11_21_15_37_50_494.jpg, D:\BE Project\IMG\right_2022_11_21_15_37_50_494.jpg, 0, 1, 0, 30.19017
